cid,character,movement_type,src_slot,dst_slot,animation_hex,predicate_text,source_is_neutral,source_is_stance_root,same_bank,motion_decoded,root_curve_status,cell_count,offensive_cell_count,earliest_offensive_cell_frame,earliest_return_or_guard_frame,earliest_stance_return_frame,earliest_unresolved_recovery_frame,recovery_trust_status,recovery_trust_confidence,target_cid,target_character,target_bank_kind,target_resolution_status,trust_status,trust_score,trust_reason
001,Mitsurugi,backstep_candidate,418,421,019D,(any:back),True,True,True,True,decoded_root_motion,1,1,9,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,backstep_candidate,1974,1608,1490,(any:back),True,True,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,backstep_candidate,268,269,01D4,(any:back),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,backstep_candidate,361,362,01D6,(any:back),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,backstep_candidate,474,476,028F,(any:back),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,backstep_candidate,258,259,0318,(any:back),False,False,True,True,decoded_root_motion,2,2,41,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,backstep_candidate,465,474,01DC,(any:back),False,False,True,True,decoded_root_motion,1,1,28,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,backstep_candidate,474,475,01DB,(any:back),False,False,True,True,decoded_root_motion,1,1,20,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,backstep_candidate,1975,2277,1255,(any:back),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,backstep_candidate,2108,2283,15DF,(any:back),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,backstep_candidate,2110,2283,15DF,(any:back),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,backstep_candidate,2164,2286,1167,(any:back),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,backstep_candidate,2203,2288,1250,(any:back),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,eight_way_or_ambiguous,161,164,0204,(any:back|forward|down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,eight_way_or_ambiguous,374,463,01C1,(back+forward+up+down;any:back|forward|up|down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,eight_way_or_ambiguous,406,424,019C,(back+forward),True,True,True,True,decoded_root_motion,1,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,eight_way_or_ambiguous,413,424,019C,(back+forward),True,True,True,True,decoded_root_motion,1,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,eight_way_or_ambiguous,414,424,019C,(back+forward),True,False,True,True,decoded_root_motion,1,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,eight_way_or_ambiguous,415,424,019C,(back+forward),True,False,True,True,decoded_root_motion,1,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,eight_way_or_ambiguous,416,424,019C,(back+forward),True,True,True,True,decoded_root_motion,1,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,eight_way_or_ambiguous,418,424,019C,(back+forward),True,True,True,True,decoded_root_motion,1,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,eight_way_or_ambiguous,439,436,01BF,(back+forward+up+down;any:back|forward|up|down),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,132,source is not proven neutral or stance-root basic movement
001,Mitsurugi,eight_way_or_ambiguous,2885,424,019C,(back+forward),False,False,True,True,decoded_root_motion,1,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,132,source is not proven neutral or stance-root basic movement
001,Mitsurugi,eight_way_or_ambiguous,2886,424,019C,(back+forward),False,False,True,True,decoded_root_motion,1,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,132,source is not proven neutral or stance-root basic movement
001,Mitsurugi,eight_way_or_ambiguous,424,425,019E,(back+forward),False,False,True,True,decoded_root_motion,1,1,11,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,132,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,eight_way_or_ambiguous,424,425,019E,(back+forward),False,False,True,True,decoded_root_motion,1,1,11,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,132,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,eight_way_or_ambiguous,2889,456,01C4,(back+forward),False,False,True,True,decoded_root_motion,1,1,27,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,132,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,eight_way_or_ambiguous,2891,456,01C4,(back+forward),False,False,True,True,decoded_root_motion,1,1,27,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,132,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_diagonal,406,427,01A1,(forward+up),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,forward_diagonal,413,427,01A1,(forward+up),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,forward_diagonal,414,427,01A1,(forward+up),True,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,forward_diagonal,415,427,01A1,(forward+up),True,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,forward_diagonal,416,427,01A1,(forward+up),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,forward_diagonal,418,427,01A1,(forward+up),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,forward_diagonal,314,315,0191,(forward+up),True,True,True,True,decoded_root_motion,2,2,25,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,148,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_diagonal,2885,427,01A1,(forward+up),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,148,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_diagonal,2886,427,01A1,(forward+up),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,148,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_diagonal,2889,462,01A2,(forward+up),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,148,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_diagonal,2891,462,01A2,(forward+up),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,148,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_step_candidate,363,366,01D5,(any:forward),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,forward_step_candidate,447,451,01A2,(any:forward),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,forward_step_candidate,406,422,02D0,(any:forward),True,True,True,True,decoded_root_motion,1,1,19,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,413,422,02D0,(any:forward),True,True,True,True,decoded_root_motion,1,1,19,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,414,422,02D0,(any:forward),True,False,True,True,decoded_root_motion,1,1,19,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,415,422,02D0,(any:forward),True,False,True,True,decoded_root_motion,1,1,19,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,416,422,02D0,(any:forward),True,True,True,True,decoded_root_motion,1,1,19,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,418,418,02DE,(any:forward),True,True,True,True,decoded_root_motion,1,1,15,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,418,423,0316,(any:forward),True,True,True,True,decoded_root_motion,2,2,13,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,447,448,01E7,(any:forward),True,True,True,True,decoded_root_motion,2,2,10,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,1974,1608,1490,(any:forward),True,True,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,forward_step_candidate,168,385,0203,(any:forward),False,False,True,True,decoded_root_motion,1,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_step_candidate,271,272,02EC,(any:forward),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_step_candidate,271,273,00A5,(any:forward),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_step_candidate,280,436,01BF,(any:forward),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_step_candidate,298,301,00A5,(any:forward),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_step_candidate,300,302,00A5,(any:forward),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,forward_step_candidate,300,303,02D6,(any:forward),False,False,True,True,decoded_root_motion,2,2,26,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,400,401,016F,(any:forward),False,False,True,True,decoded_root_motion,1,1,13,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,402,403,016F,(any:forward),False,False,True,True,decoded_root_motion,1,1,13,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,454,455,0282,(any:forward),False,False,True,True,decoded_root_motion,1,1,16,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2885,418,02DE,(any:forward),False,False,True,True,decoded_root_motion,1,1,15,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2885,423,0316,(any:forward),False,False,True,True,decoded_root_motion,2,2,13,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2886,418,02DE,(any:forward),False,False,True,True,decoded_root_motion,1,1,15,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2886,423,0316,(any:forward),False,False,True,True,decoded_root_motion,2,2,13,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2889,446,028A,(any:forward),False,False,True,True,decoded_root_motion,1,1,23,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2889,454,01CD,(any:forward),False,False,True,True,decoded_root_motion,1,1,15,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2891,446,028A,(any:forward),False,False,True,True,decoded_root_motion,1,1,23,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2891,454,01CD,(any:forward),False,False,True,True,decoded_root_motion,1,1,15,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2892,396,0259,(any:forward),False,False,True,True,decoded_root_motion,1,1,13,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,2892,404,026D,(any:forward),False,False,True,True,decoded_root_motion,1,1,17,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,unresolved,155,offensive cells exist and no static return/recovery frame is known
001,Mitsurugi,forward_step_candidate,1975,2277,1255,(any:forward),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,forward_step_candidate,2108,2283,15DF,(any:forward),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,forward_step_candidate,2110,2283,15DF,(any:forward),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,forward_step_candidate,2165,2286,1167,(any:forward),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,forward_step_candidate,2205,2288,1250,(any:forward),False,False,True,False,unknown_without_root_motion_decode,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,unresolved,113,root motion did not decode with high confidence
001,Mitsurugi,sidestep_down_candidate,406,428,01AF,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,406,433,0197,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,410,433,0197,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,411,433,0197,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,412,433,0197,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,413,428,01AF,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,414,428,01AF,(any:down),True,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,415,428,01AF,(any:down),True,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,416,428,01AF,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,417,433,0197,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,418,428,01AF,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,447,463,01C1,(any:down),True,True,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,trusted_basic,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
001,Mitsurugi,sidestep_down_candidate,407,433,0197,(any:down),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,sidestep_down_candidate,420,433,0197,(any:down),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,sidestep_down_candidate,421,433,0197,(any:down),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,sidestep_down_candidate,451,433,0197,(any:down),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,sidestep_down_candidate,462,433,0197,(any:down),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,sidestep_down_candidate,469,6,00EE,(any:down),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,local,resolved_local,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
001,Mitsurugi,sidestep_down_candidate,1440,1420,0174,(any:down),False,False,True,True,decoded_root_motion,0,0,,,,,unknown_from_static_bytecode,unknown,001,Mitsurugi,move_bucket_2,resolved_move_bucket,measured_but_not_basic,155,source is not proven neutral or stance-root basic movement
