cid,character,movement_type,score,confidence,distance_tier,source_kind,src_slot,dst_slot,dst_bank,target_cid,target_character,target_bank_kind,target_resolution_status,predicate_text,predicate_kind,predicate_args,animation_hex,animation_length,has_attack_cell,cells,mot_status,mot_size,mot_sha1,mot_entropy,shared_character_count,shared_characters,common_bank_size,common_bank_sha1,reason
001,Mitsurugi,backstep_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,418,418,0,001,Mitsurugi,local,resolved_local,(any:back),direction,0x0006 0x0001,02DE,100.0,True,191 -1 -1 -1 -1 -1,character_motion_section,5664,7f1c1c4422cd90a9bf7fc91b02220e2c26c03389,7.8805,1,001,21144,95580222c9cd3e8089e6b79f75bbbec5fd49ba31,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,backstep_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,418,419,0,001,Mitsurugi,local,resolved_local,(any:back),direction,0x0020 0x0001 0x0014,028D,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3544,1758195a668f4cc136449d5e2d9fa75aa369cf6d,7.8542,1,001,29880,da20896179a1ebc568f64e7d9c1c1c6ba30cdae6,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,backstep_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,418,420,0,001,Mitsurugi,local,resolved_local,(any:back),direction,0x0006 0x0001,019D,100.0,True,192 -1 -1 -1 -1 -1,character_motion_section,4280,2a549796cd2c19d32599a0cdeeb0f619b64cb004,7.9053,1,001,3256,cb3bcb2e6eae11223d8ce69132a515f9fe523c52,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,backstep_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,418,421,0,001,Mitsurugi,local,resolved_local,(any:back),direction,0x0006 0x0001,019D,100.0,True,193 -1 -1 -1 -1 -1,character_motion_section,4280,2a549796cd2c19d32599a0cdeeb0f619b64cb004,7.9053,1,001,3256,cb3bcb2e6eae11223d8ce69132a515f9fe523c52,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,backstep_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,465,474,0,001,Mitsurugi,local,resolved_local,(any:back),direction,0x0006 0x0001,01DC,100.0,True,229 -1 -1 -1 -1 -1,character_motion_section,5704,3fef468f65c7c1a049bfc682f1993a8a0dd63c3e,7.8511,1,001,1296,89ed30fa023c4aeed52c684f66f3428caf148a5c,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,backstep_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,474,475,0,001,Mitsurugi,local,resolved_local,(any:back),direction,0x0006 0x0001,01DB,100.0,True,230 -1 -1 -1 -1 -1,character_motion_section,5072,18747e7122e0a8b285f2b1d3a32ce4d07872df1b,7.8475,1,001,3040,29f9ff094e5e437722a03bac2dea33005cb0e893,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,backstep_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,474,476,0,001,Mitsurugi,local,resolved_local,(any:back),direction,0x0020 0x0001 0x001E,028F,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3712,a948cb50012034d27b0e4d01cfc424f5d936300a,7.8557,1,001,29832,600170c68040fe1d57c1fd8402810bf06a3617f1,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,backstep_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,1974,1608,2,001,Mitsurugi,move_bucket_2,resolved_move_bucket,(any:back),direction,0x0006 0x0001,1490,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
001,Mitsurugi,backstep_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,1975,2277,2,001,Mitsurugi,move_bucket_2,resolved_move_bucket,(any:back),direction,0x0006 0x0001,1255,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
001,Mitsurugi,backstep_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2108,2283,2,001,Mitsurugi,move_bucket_2,resolved_move_bucket,(any:back),direction,0x0006 0x0001,15DF,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
001,Mitsurugi,backstep_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2110,2283,2,001,Mitsurugi,move_bucket_2,resolved_move_bucket,(any:back),direction,0x0006 0x0001,15DF,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
001,Mitsurugi,backstep_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2164,2286,2,001,Mitsurugi,move_bucket_2,resolved_move_bucket,(any:back),direction,0x0006 0x0001,1167,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
001,Mitsurugi,backstep_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2203,2288,2,001,Mitsurugi,move_bucket_2,resolved_move_bucket,(any:back),direction,0x0006 0x0001,1250,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,shared_movement_asset_no_exact_distance,direction_transition,161,164,0,001,Mitsurugi,local,resolved_local,(any:back|forward|down),direction,0x0006 0x000B,0204,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,1816,782a9447af8a66ab3cffc14f6548191952e51103,7.7299,3,001 022 061,2856,deb35517029940cfa6af8db65912a9bb43c7d504,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,406,424,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0006 0x0300,019C,100.0,True,197 -1 -1 -1 -1 -1,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,7.9339,1,001,5560,aff70baee25a31e05e088db3feea8ad5b840eefd,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,413,424,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0006 0x0300,019C,100.0,True,197 -1 -1 -1 -1 -1,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,7.9339,1,001,5560,aff70baee25a31e05e088db3feea8ad5b840eefd,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,414,424,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0006 0x0300,019C,100.0,True,197 -1 -1 -1 -1 -1,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,7.9339,1,001,5560,aff70baee25a31e05e088db3feea8ad5b840eefd,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,415,424,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0006 0x0300,019C,100.0,True,197 -1 -1 -1 -1 -1,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,7.9339,1,001,5560,aff70baee25a31e05e088db3feea8ad5b840eefd,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,416,424,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0006 0x0300,019C,100.0,True,197 -1 -1 -1 -1 -1,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,7.9339,1,001,5560,aff70baee25a31e05e088db3feea8ad5b840eefd,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,418,424,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0006 0x0300,019C,100.0,True,197 -1 -1 -1 -1 -1,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,7.9339,1,001,5560,aff70baee25a31e05e088db3feea8ad5b840eefd,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,2885,424,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0006 0x0300,019C,100.0,True,197 -1 -1 -1 -1 -1,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,7.9339,1,001,5560,aff70baee25a31e05e088db3feea8ad5b840eefd,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,2886,424,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0006 0x0300,019C,100.0,True,197 -1 -1 -1 -1 -1,character_motion_section,7784,0b3ca50c167649b6e1f2434e39fdb33baa2523af,7.9339,1,001,5560,aff70baee25a31e05e088db3feea8ad5b840eefd,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,424,425,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0020 0x0300 0x0021,019E,100.0,True,198 -1 -1 -1 -1 -1,character_motion_section,4568,591c7934033f2bae1c691955b7114ecc085c0f34,7.9147,1,001,3424,0250067428399bd1c5def15206e9e26c8d404518,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,424,425,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0005 0x0300,019E,100.0,True,198 -1 -1 -1 -1 -1,character_motion_section,4568,591c7934033f2bae1c691955b7114ecc085c0f34,7.9147,1,001,3424,0250067428399bd1c5def15206e9e26c8d404518,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,shared_movement_asset_no_exact_distance,direction_transition,439,436,0,001,Mitsurugi,local,resolved_local,(back+forward+up+down;any:back|forward|up|down),direction,0x0005 0x7FFF,01BF,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,5784,ee738f8455e3ff58439081f1a3b717dfdcca8844,7.8787,2,001 065,2304,330a6cc9376e0083f9aadbc258f5aa36a2289852,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,2889,456,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0005 0x0300,01C4,100.0,True,213 -1 -1 -1 -1 -1,character_motion_section,6208,0d7a1a08a72277d515576563dbac6cff72837acf,7.9189,1,001,13824,6a8d53ab6b135fba40e9a5e4e0ff1799e0b98a62,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,2891,456,0,001,Mitsurugi,local,resolved_local,(back+forward),direction,0x0005 0x0300,01C4,100.0,True,213 -1 -1 -1 -1 -1,character_motion_section,6208,0d7a1a08a72277d515576563dbac6cff72837acf,7.9189,1,001,13824,6a8d53ab6b135fba40e9a5e4e0ff1799e0b98a62,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,eight_way_or_ambiguous,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,374,463,0,001,Mitsurugi,local,resolved_local,(back+forward+up+down;any:back|forward|up|down),direction,0x0005 0x7FFF,01C1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,2632,7879b1c24320df7677252300b411d8bbbc1e5ce9,7.8604,1,001,1576,7d2dfe9add95c07e59ea8badca6a6237ae23c4fc,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,314,315,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0005 0x0600,0191,100.0,True,98 99 -1 -1 -1 -1,character_motion_section,5952,c5d1f943e31285c1f3708e6d9027bb3972e688e4,7.9131,1,001,424,905da172cd081ab0b2811227178017998e86b1ac,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,406,427,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0006 0x0600,01A1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,7.8816,1,001,184,88b2ab768f81cf41c1dd3a269aa32b70c6ae346f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,413,427,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0006 0x0600,01A1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,7.8816,1,001,184,88b2ab768f81cf41c1dd3a269aa32b70c6ae346f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,414,427,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0006 0x0600,01A1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,7.8816,1,001,184,88b2ab768f81cf41c1dd3a269aa32b70c6ae346f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,415,427,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0006 0x0600,01A1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,7.8816,1,001,184,88b2ab768f81cf41c1dd3a269aa32b70c6ae346f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,416,427,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0006 0x0600,01A1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,7.8816,1,001,184,88b2ab768f81cf41c1dd3a269aa32b70c6ae346f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,418,427,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0006 0x0600,01A1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,7.8816,1,001,184,88b2ab768f81cf41c1dd3a269aa32b70c6ae346f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2885,427,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0006 0x0600,01A1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,7.8816,1,001,184,88b2ab768f81cf41c1dd3a269aa32b70c6ae346f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2886,427,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0006 0x0600,01A1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3528,0a256ec9cc92b9d32b38c7748b71c0029b3360aa,7.8816,1,001,184,88b2ab768f81cf41c1dd3a269aa32b70c6ae346f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
001,Mitsurugi,forward_diagonal,88,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2889,462,0,001,Mitsurugi,local,resolved_local,(forward+up),direction,0x0005 0x0600,01A2,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3576,25941e5be58aea73551ca0e49e9a5b730cb86785,7.8822,1,001,256,3629f519cb8236e8e79a4d2b216932495e2ee979,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
